"Sector Wise Projects"

"Sr.No.","Sector","Line Ministry","ProjectID","Project Name","Original Cost
(in Cr)","Latest Revised Cost
(in Cr)","Expenditure (Cumm.)
(in Cr)"
"1588","Steel","Ministry of Steel","617255","Replacement of Converter Vessels, Trunnion Rings, Support System & Installation of Secondary Emission at Bhilai Steel Plant","471.83","471.83","266.11"
"1589","Steel","Ministry of Steel","617256","Rebuilding of Coke Oven Battery No.7 & 8 at Bhilai Steel Plant","884.1","884.1","693.83"
"1590","Steel","Ministry of Steel","617257","Rebuilding of Coke Oven Battery No.6 at Bokaro Steel Plant","627.31","627.31","347.42"
"1591","Steel","Ministry of Steel","617338","Stamp Charge Battery No.12 Battery Proper at IISCO Steel Plant","2518.39","2518.39","472.41"
"1592","Steel","Ministry of Steel","635651","New Product Testing Laboratory for NPM, SPP & NHSM at RSP","155.26","155.26","56.24"
"1593","Steel","Ministry of Steel","706811","NMDC Slurry Pipeline Project Phase-1","2907","5427","3649.08"
"1594","Steel","Ministry of Steel","709826","SCREENING PLANT-III AT KIRANDUL","2718.84","3062.39","1754.7"
"1595","Steel","Ministry of Steel","738679","Stamp Charge Battery No.7 Battery Proper at RSP","2584.41","2584.41","1182.92"
"1596","Steel","Ministry of Steel","834015","Stamp Charge Battery No.12 By-product Plant at RSP","1140.07","1140.07","207.56"
"1597","Steel","Ministry of Steel","944288","Super accelerated cooling system (Uniform Cooling) for high strength plates in Plate Mill at BSP","192.21","192.21","63.8"
"1598","Telecommunication","Department of Telecommunications","108841","Amended BharatNet Program - KTK, GOA, PY","3742","3742","435.31"
"1599","Telecommunication","Department of Telecommunications","124199","Amended BharatNet Program - HR","837","837","83.68"
"1600","Telecommunication","Department of Telecommunications","171218","Amended BharatNet Program - PB","1245","1245","0"
"1601","Telecommunication","Department of Telecommunications","175860","Amended BharatNet Program - MP, DD and DNH","4943","4943","562.13"
"1602","Telecommunication","Department of Telecommunications","210914","Amended BharatNet Program - WB & ANI","1674","1674","223.41"
"1603","Telecommunication","Department of Telecommunications","222253","Amended BharatNet Program - UP (East)","5008","5008","502"
"1604","Telecommunication","Department of Telecommunications","240484","Amended BharatNet Program - AS","832","832","83.16"
"1605","Telecommunication","Department of Telecommunications","317725","Amended BharatNet Program - OD","1713","1713","0"
"1606","Telecommunication","Department of Telecommunications","400013","Saturation 4G mobile coverage of Uncovered Villages through USOF","26316","15392.84","8722.82"
"1607","Telecommunication","Department of Telecommunications","437130","Amended BharatNet Program - J&K, LAD","1621","1621","170.05"
"1608","Telecommunication","Department of Telecommunications","462136","Amended BharatNet Program - MGH, MZM, TRP","768","768","0"
"1609","Telecommunication","Department of Telecommunications","476006","Amended BharatNet Program - HP","1292","1292","148.93"
"1610","Telecommunication","Department of Telecommunications","547243","BharatNet Phase-II","22174.56","22174.56","20691.72"
"1611","Telecommunication","Department of Telecommunications","617413","Mobile connectivity in Left Wing Extremism [LWE] affected areas-Phase 1 Upgradation","1884.6","1884.6","376.8"
"1612","Telecommunication","Department of Telecommunications","660056","Amended BharatNet Program - KL","765","765","94.95"
"1613","Telecommunication","Department of Telecommunications","665021","Amended BharatNet Program - UKD","1821","1821","209.87"
"1614","Telecommunication","Department of Telecommunications","701593","4G Services by BSNL","28466","19592","9165.04"
"1615","Telecommunication","Department of Telecommunications","701597","Provision of 4G Mobile Services in Uncovered Villages of Arunachal Pradesh and 2 Districts of Assam","1255.49","276.62","237.98"
"1616","Telecommunication","Department of Telecommunications","701598","Provision of 4G based Mobile Services in Uncovered Villages and National Highways of Meghalaya","971.96","180.46","167.23"
"1617","Telecommunication","Department of Telecommunications","701599","Mobile connectivity in Left Wing Extremism [LWE] affected areas-Phase2","1577.57","604.6","492.2"
"1618","Telecommunication","Department of Telecommunications","701602","Provision of 4G based mobile services in 7,287 uncovered villages of 44 Aspirational District across 5 states of Andhra Pradesh, Chhattisgarh, Jharkhand, Maharashtra & Odisha","3685","1448.61","1108.02"
"1619","Telecommunication","Department of Telecommunications","704495","502 Aspirational District Scheme in Four states - Bihar, Madhya Pradesh, Rajastha and Uttar Pradesh","421.65","228.94","152.96"
"1620","Telecommunication","Department of Telecommunications","706775","BharatNet","61109","12709","48809.69"
"1621","Telecommunication","Department of Telecommunications","708687","Amended BharatNet Program - UP (West)","1917","1917","0"
"1622","Telecommunication","Department of Telecommunications","709856","MPLS-IP BASED ACCESS AND AGGREGATION NETWORK [MAAN] IN BSNL ALONG WITH TEST AND MEASURING EQUIPMENT","645.13","645.13","407.9"
"1623","Telecommunication","Department of Telecommunications","709857","Planning, Engineering, Supply, Installation, Testing, Commissioning, Integration & Annual Maintenance of 4G mobile network at 1 Lakh sites on PAN India basis including Mumbai & Delhi LSA on turnkey basis under Phase IX.2 Project.","24544.55","24544.55","9165.89"
"1624","Telecommunication","Department of Telecommunications","709859","SETTING UP OF PHYSICAL INFRASTRUCTURE FOR THE NATIONAL INSTITUTE OF COMMUNICATION FINANCE [NICF] AT GHITORNI","248.2","248.2","237.43"
"1625","Telecommunication","Department of Telecommunications","914467","Amended BharatNet Program - BR","1550","1550","222.77"
"1626","Telecommunication","Department of Telecommunications","938832","Amended BharatNet Program - RJ","2839","2839","283.93"
"1627","Telecommunication","Department of Telecommunications","946208","Amended BharatNet Program - SKM","160","160","0"
"1628","Telecommunication","Department of Telecommunications","976009","Amended BharatNet Program - ARP, NGL, MNP","1168","1168","123.28"
"1629","Tourism, Hospitality & Wellness","Ministry of Ports, Shipping and Waterways","707215","National Maritime Heritage Complex [NMHC] Phase-I","573","1238.05","656.38"
"1630","Transmission & Distribution","Ministry of Power","602223","Comprehensive Scheme for Strengthening of Transmission and Distribution [T&D] Systems [CSST&DS] in Arunachal Pradesh and Sikkim","4754.42","9129.32","8141.52"
"1631","Transmission & Distribution","Ministry of Power","607709","NORTH EASTERN REGION POWER SYSTEM IMPROVEMENT PROJECT [NERPSIP]","5111.33","6700","5577.75"
"1632","Transmission & Distribution","Ministry of Power","611735","Transmission system for evacuation of power from REZ in Rajasthan 20GW under Phase-III Part J","331","331","235.01"
"1633","Transmission & Distribution","Ministry of Power","611949","Transmission system for evacuation of power from REZ in Rajasthan 20 GW under Phase-III part C1","1160","1160","1148.4"
"1634","Transmission & Distribution","Ministry of Power","612132","Transmission Scheme for Evacuation of power from REZ in Rajasthan [20 GW] under Phase-III Part D Phase I [Sikar Khetri Transmission Ltd]","2423","2423","2229.16"
"1635","Transmission & Distribution","Ministry of Power","612133","Transmission System for Evacuation of power from Rajasthan REZ Ph-IV [Part-1] [Bikaner Complex] Part D [Neemrana Bareilly Transmission Ltd]","3271","3271","2731.29"
"1636","Transmission & Distribution","Ministry of Power","612134","Transmission System for Evacuation of power from Rajasthan REZ Ph-IV [Part-1] [Bikaner Complex] Part A [Bikaner Neemrana Transmission Ltd]","4741","4741","3887.62"
"1637","Transmission & Distribution","Ministry of Power","612138","Transmission Scheme for Solar Energy Zone in Bidar [2500 MW], Karnataka [Bidar Transmission Ltd]","1368","1368","1258.56"
"1638","Transmission & Distribution","Ministry of Power","612139","Transmission system for Evacuation of Additional 7 GW RE power from Khavda RE park under Phase-III Part B [Vataman Transmission Limited]","4231","4231","3175.79"
"1639","Transmission & Distribution","Ministry of Power","612140","Transmission Scheme for Integration of Renewable Energy Zone [Phase II] in Koppal II [Phase A&B] and gadag II[Phase A] in Karnataka [POWERGRID KOPPAL GADAG TRANSMISSION LIMITED]","4445","4445","4089.4"
"1640","Transmission & Distribution","Ministry of Power","612855","Transmission System for Evacuation of Power from Potential Energy Renewable Zone in Khavda Area of Gujarat under Ph-IV [7GW] Part E2","697","697","592.45"
"1641","Transmission & Distribution","Ministry of Power","615332","Transmission System for Evacuation of Power from Rajasthan REZ Ph-IV [Part-2 5.5 GW][Jaisalmer/Barmer Complex] Part B [SPV Name POWERGRID Sirohi Transmission Limited]","3279","3279","1901.82"
"1642","Transmission & Distribution","Ministry of Power","615333","Transmission System for Evacuation of Power from Rajasthan REZ Ph-IV [Part-2 5.5 GW] [Jaisalmer/Barmer Complex] Part D [SPV Name POWERGRID Beawar Mandsaur Transmission Limited]","2227","2227","1113.5"
"1643","Transmission & Distribution","Ministry of Power","615334","Transmission System for Evacuation of Power from Rajasthan REZ Ph-IV [Part-2 5.5 GW] [Jaisalmer/Barmer Complex] Part E [SPV Name POWERGRID Mewar Transmission Limited]","3251","3251","2048.13"
"1644","Transmission & Distribution","Ministry of Power","615335","Transmission System Strengthening for Interconnections of Bhadla-III & Bikaner III Complex [SPV Name POWERGRID BHADLA BIKANER TRANSMISSION LIMITED]","1382","1382","628.81"
"1645","Transmission & Distribution","Ministry of Power","615336","Transmission system for evacuation of Power from REZ in Rajasthan [20 GW] under phase-III Part-D Phase-II","284","284","90.88"
"1646","Transmission & Distribution","Ministry of Power","615337","Additional Transmission System for evacuation of Power from Bhadla-III PS as part of Rajasthan REZ Phase III Scheme [20 GW] [SPV Name POWERGRID Bhadla-III Power Transmission Limited]","369","369","258.3"
"1647","Transmission & Distribution","Ministry of Power","615338","TRANSMISSION SYSTEM FOR EVACUATION OF POWER FROM RAJASTHAN REZ PH -IV [PART-2 5.5 GW] [JAISALMER/BARMER COMPLEX] PART F [SPV Name POWERGRID BARMER I TRANSMISSION LIMITED]","2735","2735","1121.35"
"1648","Transmission & Distribution","Ministry of Power","615339","Transmission system for evacuation of power from Rajasthan REZ Ph-IV [Part-3/6GW] [Bikaner complex] Part A [SPV Name POWERGRID Bikaner IV Transmission Limited]","5969","5969","1969.77"
"1649","Transmission & Distribution","Ministry of Power","615340","TRANSMISSION SYSTEM FOR EVACUATION OF POWER FROM RAJASTHAN REZ PH-IV [PART-3/ 6 GW] [BIKANER COMPLEX] PART B [SPV Name POWERGRID Siwani Transmission Limited]","5357","5357","1921.02"
"1650","Transmission & Distribution","Ministry of Power","615342","Augmentation of Transformation Capacity at jam Khambhaliya PS [GIS] [SPV Name POWERGRID Jam Khambhaliya Transmission Limited]","329","329","72.38"
"1651","Transmission & Distribution","Ministry of Power","615343","Provision of Dynamic Reactive Compensation at Khavda pooling Station 1 [KPS1] and Khavda Pooling station 3 [KPS3]","501","501","26.45"
"1652","Transmission & Distribution","Ministry of Power","615344","Transmission System for Evacuation of Power from Rajasthan REZ Ph-IV [Part-2 5.5GW] [Jaisalmer/Barmer Complex] Part H1 [POWERGRID KURAWAR TRANSMISSION LIMITED]","3674","3674","1673.14"
"1653","Transmission & Distribution","Ministry of Power","615345","Transmission System for Evacuation of Power from Potential Renewable Energy Zone in Khavda area of Gujarat under Phase-IV [7GW] Part B [SPV Name POWERGRID South Olpad Transmission Limited]","4766","4766","2144.7"
"1654","Transmission & Distribution","Ministry of Power","615346","Transmission System for Evacuation of Power from Rajasthan REZ Ph-IV [Part-2 5.5 GW] [Jaisalmer/Barmer Complex] Part C [SPV Name POWERGRID Mandsaur Transmission Limited]","2708","2708","1624.8"
"1655","Transmission & Distribution","Ministry of Power","615347","TRANSMISSION SYSTEM FOR EVACUATION OF POWER FROM POTENTIAL RENEWABLE ENERGY ZONE IN KHAVDA AREA OF GUJARAT UNDER PHASE-V [8 GW] PART A [SPV Name POWERGRID West Central Transmission Limited]","24819","24819","2978.28"
"1656","Transmission & Distribution","Ministry of Power","616670","Transmission System for evacuation of Power from Rajasthan REZ Ph-IV [Part-4 3.5 GW] Part A [SPV name POWERGRID Ghiror Transmission Limited]","5846","5846","1953.73"
"1657","Transmission & Distribution","Ministry of Power","616671","Transmission System under ISTS for evacuation of Power from Kudankulam Unit-3&4 [2x1000 MW] [SPV Name POWERGRID Kudankulam Tarnsmission Limited]","548","548","208.24"
"1658","Transmission & Distribution","Ministry of Power","616672","System Strengthening at Koppal-II and GadagII for integration of RE generation projects [SPV Name POWERGRID Koppal Gadag Augmentation Transmission Limited]","1354","1354","338.5"
"1659","Transmission & Distribution","Ministry of Power","617068","Augmentation of Transformation Capacity by 3x500 MVA, 400/220 KV ICTS [6th-8th] and 1x1500 MVA, 765/400 KV ICT [4th] at Bidar PS [SPV Name- POWERGRID Bidar Augmentation Transmission Limited]","288","288","28.8"
"1660","Transmission & Distribution","Ministry of Power","617069","Augmentation of Transformation Capacity at KPS1 [GIS] and KPS2 [GIS] [Phase-V Part B1 and Part B2 Scheme] [SPV Name- POWERGRID KPS1 and 2 Augmentation Transmission Limited]","466","466","154.9"
"1661","Transmission & Distribution","Ministry of Power","617179","Transmission Scheme for evacuation of Power from Ratle HEP [850 MW] & kiru [624 MW] Part B","218.6","218.6","3.72"
"1662","Transmission & Distribution","Ministry of Power","617181","Augmentation at Fatehgarh-II PS, Fatehgarh-IV PS [Section-II] and Barmer-I PS [POWERGRID Fatehgarh Barmer Augmentation Transmission Limited]","404","404","32.32"
"1663","Transmission & Distribution","Ministry of Power","617182","Augmentation of Banaskantha [Raghanesda] PS [GIS] [POWERGRID Banaskantha Transco Limited]","172","172","61.92"
"1664","Transmission & Distribution","Ministry of Power","617183","Transmission system strengthening at Kurnool- III PS for integration of additional RE generation projects [POWERGRID Kurnool III PS RE Transmission Limited]","2886","2886","894.66"
"1665","Transmission & Distribution","Ministry of Power","617184","Transmission Scheme for integration of Davanagere/ Chitradurga and Bellary REZ in Karnataka [POWERGRID Chitradurga Bellary REZ Transmission Limited]","3453","3453","552.48"
"1666","Transmission & Distribution","Ministry of Power","617185","Transmission System for Integration of Kurnool-IV REZ Phase-I [for 4.5 GW] [POWERGRID Kurnool-IV Transmission Limited]","5550","5550","1776"
"1667","Transmission & Distribution","Ministry of Power","617186","Rajasthan REZ Ph-V [Part-1- 4 GW] [Sirohi/Nagaur] Complex [Rajasthan V Power Transmission Limited]","5028","5028","1508.4"
